group_order,small_group_id,group_structure,class_i,class_j,class_size,union_size,linear_nullity,unordered_sign_solutions,nontrivial_partitions,isomorphic_partitions,new_twists,isomorphism_flags
64,165,"(Q8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,165,"(Q8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,166,"(Q8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,166,"(Q8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,170,"(C8 : C4) : C2",3,11,4,8,1,1,0,0,0,""
64,170,"(C8 : C4) : C2",4,12,4,8,1,1,0,0,0,""
64,170,"(C8 : C4) : C2",10,15,4,8,1,1,0,0,0,""
64,170,"(C8 : C4) : C2",13,16,1,2,1,1,0,0,0,""
64,171,"((C8 x C2) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,171,"((C8 x C2) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,171,"((C8 x C2) : C2) : C2",10,15,4,8,1,1,0,0,0,""
64,171,"((C8 x C2) : C2) : C2",13,16,1,2,1,1,0,0,0,""
64,172,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",3,11,4,8,1,1,0,0,0,""
64,172,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",4,12,4,8,1,1,0,0,0,""
64,172,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",10,15,4,8,1,1,0,0,0,""
64,172,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",13,16,1,2,1,1,0,0,0,""
64,177,"((C4 x C4) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,177,"((C4 x C4) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,177,"((C4 x C4) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,177,"((C4 x C4) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,178,"(C4 : Q8) : C2",3,11,4,8,1,1,0,0,0,""
64,178,"(C4 : Q8) : C2",4,12,4,8,1,1,0,0,0,""
64,178,"(C4 : Q8) : C2",6,14,1,2,1,1,0,0,0,""
64,178,"(C4 : Q8) : C2",10,16,4,8,1,1,0,0,0,""
64,182,"C8 : Q8",3,11,4,8,1,1,0,0,0,""
64,182,"C8 : Q8",4,12,4,8,1,1,0,0,0,""
64,182,"C8 : Q8",5,14,1,2,1,1,0,0,0,""
64,182,"C8 : Q8",10,16,4,8,1,1,0,0,0,""
64,190,"((C8 x C2) : C2) : C2",5,13,2,4,2,2,0,0,0,""
64,191,"QD32 : C2",5,13,2,4,2,2,0,0,0,""
64,199,"(C2 x ((C4 x C2) : C2)) : C2",7,18,1,2,1,1,0,0,0,""
64,200,"(C4 x Q8) : C2",7,18,1,2,1,1,0,0,0,""
64,201,"((C4 x C4) : C2) : C2",7,18,1,2,1,1,0,0,0,""
64,215,"(C2 x C2 x D8) : C2",7,16,1,2,1,1,0,0,0,""
64,216,"(C2 x ((C4 x C2) : C2)) : C2",7,16,1,2,1,1,0,0,0,""
64,217,"((C4 x C4) : C2) : C2",7,16,1,2,1,1,0,0,0,""
64,218,"(C2 x ((C4 x C2) : C2)) : C2",7,16,1,2,1,1,0,0,0,""
64,219,"(C4 x D8) : C2",7,16,1,2,1,1,0,0,0,""
64,220,"(C4 x D8) : C2",7,16,1,2,1,1,0,0,0,""
64,221,"(C4 x D8) : C2",7,16,1,2,1,1,0,0,0,""
64,222,"(C4 x Q8) : C2",7,16,1,2,1,1,0,0,0,""
64,223,"(C4 x D8) : C2",7,16,1,2,1,1,0,0,0,""
64,224,"((C2 x Q8) : C2) : C2",7,16,1,2,1,1,0,0,0,""
64,225,"(C4 : Q8) : C2",7,16,1,2,1,1,0,0,0,""
64,241,"((C4 x C2 x C2) : C2) : C2",6,7,1,2,1,1,0,0,0,""
64,241,"((C4 x C2 x C2) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,241,"((C4 x C2 x C2) : C2) : C2",7,14,1,2,1,1,0,0,0,""
64,242,"((C4 x C4) : C2) : C2",6,7,1,2,1,1,0,0,0,""
64,242,"((C4 x C4) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,242,"((C4 x C4) : C2) : C2",7,14,1,2,1,1,0,0,0,""
64,243,"((C4 x C2 x C2) : C2) : C2",6,7,1,2,1,1,0,0,0,""
64,243,"((C4 x C2 x C2) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,243,"((C4 x C2 x C2) : C2) : C2",7,14,1,2,1,1,0,0,0,""
64,244,"(C4 : Q8) : C2",6,7,1,2,1,1,0,0,0,""
64,244,"(C4 : Q8) : C2",6,14,1,2,1,1,0,0,0,""
64,244,"(C4 : Q8) : C2",7,14,1,2,1,1,0,0,0,""
64,245,"(C2 x C2) . (C2 x C2 x C2 x C2)",6,7,1,2,1,1,0,0,0,""
64,245,"(C2 x C2) . (C2 x C2 x C2 x C2)",6,14,1,2,1,1,0,0,0,""
64,245,"(C2 x C2) . (C2 x C2 x C2 x C2)",7,14,1,2,1,1,0,0,0,""
64,249,"(C2 x (C8 : C2)) : C2",6,18,1,2,1,1,0,0,0,""
64,254,"C2 x (C8 : (C2 x C2))",5,16,1,2,1,1,0,0,0,""
64,255,"C2 x ((C2 x Q8) : C2)",5,16,1,2,1,1,0,0,0,""
64,256,"((C8 x C2) : C2) : C2",5,16,1,2,1,1,0,0,0,""
64,257,"(C2 x D16) : C2",8,18,2,4,2,2,0,0,0,""
64,258,"(C2 x QD16) : C2",8,18,2,4,2,2,0,0,0,""
64,259,"(C2 x Q16) : C2",8,18,2,4,2,2,0,0,0,""
64,264,"C2 x ((C2 x C2 x C2) : (C2 x C2))",6,18,1,2,1,1,0,0,0,""
64,265,"C2 x ((C2 x Q8) : C2)",6,18,1,2,1,1,0,0,0,""
64,266,"(C2 x ((C4 x C2) : C2)) : C2",6,18,1,2,1,1,0,0,0,""
68,1,"C17 : C4",2,5,17,34,1,1,0,0,0,""
68,3,"C17 : C4",2,5,17,34,1,1,0,0,0,""
68,4,"D68",2,5,17,34,1,1,0,0,0,""
72,4,"C9 : Q8",2,7,18,36,1,1,0,0,0,""
72,6,"D72",2,7,18,36,1,1,0,0,0,""
72,8,"(C18 x C2) : C2",2,7,18,36,1,1,0,0,0,""
72,15,"((C2 x C2) : C9) : C2",2,6,18,36,9,108,3,3,0,"true;true;true"
72,22,"(C6 x S3) : C2",8,13,6,12,1,1,0,0,0,""
72,22,"(C6 x S3) : C2",9,14,6,12,1,1,0,0,0,""
72,23,"(C6 x S3) : C2",8,13,6,12,1,1,0,0,0,""
72,23,"(C6 x S3) : C2",9,14,6,12,1,1,0,0,0,""
72,24,"(C3 x C3) : Q8",8,13,6,12,1,1,0,0,0,""
72,24,"(C3 x C3) : Q8",9,14,6,12,1,1,0,0,0,""
72,31,"(C3 x C3) : Q8",2,7,18,36,1,1,0,0,0,""
72,33,"(C12 x C3) : C2",2,7,18,36,1,1,0,0,0,""
72,35,"(C6 x C6) : C2",2,7,18,36,1,1,0,0,0,""
72,41,"(C3 x C3) : Q8",2,3,18,36,1,1,0,0,0,""
72,41,"(C3 x C3) : Q8",2,6,18,36,1,1,0,0,0,""
72,41,"(C3 x C3) : Q8",3,6,18,36,1,1,0,0,0,""
72,43,"(C3 x A4) : C2",2,6,18,36,9,108,3,3,0,"true;true;true"
72,43,"(C3 x A4) : C2",3,7,8,16,1,1,0,0,0,""
72,43,"(C3 x A4) : C2",3,9,8,16,1,1,0,0,0,""
72,43,"(C3 x A4) : C2",7,9,8,16,1,1,0,0,0,""
75,2,"(C5 x C5) : C3",2,5,25,50,1,1,0,0,0,""
76,1,"C19 : C4",2,5,19,38,1,1,0,0,0,""
76,3,"D76",2,5,19,38,1,1,0,0,0,""
78,1,"C13 : C6",4,7,6,12,11,462,0,0,0,""
80,6,"C40 : C2",2,7,20,40,1,1,0,0,0,""
80,7,"D80",2,7,20,40,1,1,0,0,0,""
80,8,"C5 : Q16",2,7,20,40,1,1,0,0,0,""
80,15,"(C5 x D8) : C2",7,12,10,20,2,2,0,0,0,""
80,16,"(C5 : Q8) : C2",7,12,10,20,2,2,0,0,0,""
80,17,"(C5 x Q8) : C2",7,12,10,20,2,2,0,0,0,""
80,18,"C5 : Q16",7,12,10,20,2,2,0,0,0,""
80,29,"(C5 : C8) : C2",4,11,5,10,1,1,0,0,0,""
80,29,"(C5 : C8) : C2",10,14,4,8,3,3,0,0,0,""
80,31,"C20 : C4",4,11,5,10,1,1,0,0,0,""
80,31,"C20 : C4",10,14,4,8,3,3,0,0,0,""
80,33,"(C5 : C8) : C2",4,11,5,10,1,1,0,0,0,""
80,33,"(C5 : C8) : C2",10,14,4,8,3,3,0,0,0,""
80,34,"(C10 x C2) : C4",4,11,5,10,1,1,0,0,0,""
80,34,"(C10 x C2) : C4",10,14,4,8,3,3,0,0,0,""
80,39,"D8 x D10",2,9,5,10,1,1,0,0,0,""
80,40,"(C4 x D10) : C2",7,15,5,10,1,1,0,0,0,""
80,41,"Q8 x D10",2,9,5,10,1,1,0,0,0,""
80,42,"(C4 x D10) : C2",7,15,5,10,1,1,0,0,0,""
80,49,"(C2 x C2 x C2 x C2) : C5",3,4,5,10,5,6,5,5,0,"true;true;true;true;true"
80,49,"(C2 x C2 x C2 x C2) : C5",3,5,5,10,5,6,5,5,0,"true;true;true;true;true"
80,49,"(C2 x C2 x C2 x C2) : C5",4,5,5,10,5,6,5,5,0,"true;true;true;true;true"
81,7,"(C3 x C3 x C3) : C3",4,10,3,6,1,1,0,0,0,""
81,8,"(C9 x C3) : C3",4,10,3,6,1,1,0,0,0,""
81,9,"(C9 x C3) : C3",4,10,3,6,1,1,0,0,0,""
81,10,"C3 . ((C3 x C3) : C3) = (C3 x C3) . (C3 x C3)",4,10,3,6,1,1,0,0,0,""
84,5,"C21 : C4",2,6,21,42,1,1,0,0,0,""
84,11,"(C14 x C2) : C3",2,5,28,56,1,1,0,0,0,""
84,14,"D84",2,6,21,42,1,1,0,0,0,""
88,3,"C11 : Q8",2,6,22,44,1,1,0,0,0,""
88,5,"D88",2,6,22,44,1,1,0,0,0,""
88,7,"(C22 x C2) : C2",2,6,22,44,1,1,0,0,0,""
92,1,"C23 : C4",2,5,23,46,1,1,0,0,0,""
92,3,"D92",2,5,23,46,1,1,0,0,0,""
93,1,"C31 : C3",2,4,31,62,1,1,0,0,0,""
96,3,"((C4 x C2) : C4) : C3",3,9,6,12,1,1,0,0,0,""
96,3,"((C4 x C2) : C4) : C3",10,11,6,12,1,1,0,0,0,""
96,6,"D96",2,8,24,48,1,1,0,0,0,""
96,7,"C3 : QD32",2,8,24,48,1,1,0,0,0,""
96,8,"C3 : Q32",2,8,24,48,1,1,0,0,0,""
96,13,"C3 : ((C2 x C2 x C2) : C4)",13,20,2,4,1,1,0,0,0,""
96,30,"C3 : ((C8 : C2) : C2)",13,20,2,4,1,1,0,0,0,""
96,31,"C3 : (C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2))",13,20,2,4,1,1,0,0,0,""
96,33,"C3 : D32",9,16,8,16,1,1,0,0,0,""
96,34,"C3 : QD32",9,16,8,16,1,1,0,0,0,""
96,35,"C3 : QD32",9,16,8,16,1,1,0,0,0,""
96,36,"C3 : Q32",9,16,8,16,1,1,0,0,0,""
96,40,"C3 : ((C8 : C2) : C2)",14,20,2,4,1,1,0,0,0,""
96,41,"C3 : ((C2 x C2 x C2) : C4)",14,20,2,4,1,1,0,0,0,""
96,43,"C3 : (C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2))",14,20,2,4,1,1,0,0,0,""
96,70,"((C2 x C2 x C2 x C2) : C2) : C3",4,9,6,12,9,108,23,23,0,"true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true"
96,71,"((C4 x C4) : C2) : C3",4,9,6,12,9,108,7,7,0,"true;true;true;true;true;true;true"
96,72,"((C4 x C4) : C2) : C3",4,9,6,12,9,108,3,3,0,"true;true;true"
96,85,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,85,"C3 : ((C2 x Q8) : C2)",8,19,6,12,1,1,0,0,0,""
96,86,"C3 : ((C4 x C4) : C2)",2,10,6,12,1,1,0,0,0,""
96,86,"C3 : ((C4 x C4) : C2)",8,19,6,12,1,1,0,0,0,""
96,89,"C3 : ((C2 x C2 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,89,"C3 : ((C2 x C2 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,90,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,90,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,91,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,91,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,92,"C3 : ((C4 x C4) : C2)",9,18,6,12,1,1,0,0,0,""
96,92,"C3 : ((C4 x C4) : C2)",17,23,6,12,1,1,0,0,0,""
96,93,"C3 : ((C4 x C2 x C2) : C2)",9,18,6,12,1,1,0,0,0,""
96,93,"C3 : ((C4 x C2 x C2) : C2)",17,23,6,12,1,1,0,0,0,""
96,95,"C3 : (C4 : Q8)",2,10,6,12,1,1,0,0,0,""
96,95,"C3 : (C4 : Q8)",8,19,6,12,1,1,0,0,0,""
96,96,"C3 : ((C2 x C2) . (C2 x C2 x C2))",2,10,6,12,1,1,0,0,0,""
96,96,"C3 : ((C2 x C2) . (C2 x C2 x C2))",8,19,6,12,1,1,0,0,0,""
96,97,"C3 : ((C2 x C2) . (C2 x C2 x C2))",2,10,6,12,1,1,0,0,0,""
96,97,"C3 : ((C2 x C2) . (C2 x C2 x C2))",8,19,6,12,1,1,0,0,0,""
96,101,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,101,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,102,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,102,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,103,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,103,"C3 : ((C2 x Q8) : C2)",8,19,6,12,1,1,0,0,0,""
96,104,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,104,"C3 : ((C2 x Q8) : C2)",8,19,6,12,1,1,0,0,0,""
96,105,"C3 : ((C4 x C4) : C2)",9,18,6,12,1,1,0,0,0,""
96,105,"C3 : ((C4 x C4) : C2)",17,23,6,12,1,1,0,0,0,""
96,115,"C3 : (C8 : (C2 x C2))",14,20,2,4,1,1,0,0,0,""
96,116,"C3 : ((C2 x Q8) : C2)",14,20,2,4,1,1,0,0,0,""
96,118,"C3 : (C8 : (C2 x C2))",2,10,6,12,1,1,0,0,0,""
96,118,"C3 : (C8 : (C2 x C2))",17,18,4,8,2,2,0,0,0,""
96,121,"C3 : (C8 : (C2 x C2))",2,10,6,12,1,1,0,0,0,""
96,121,"C3 : (C8 : (C2 x C2))",17,18,4,8,2,2,0,0,0,""
96,122,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,122,"C3 : ((C2 x Q8) : C2)",17,18,4,8,2,2,0,0,0,""
96,125,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,125,"C3 : ((C2 x Q8) : C2)",17,18,4,8,2,2,0,0,0,""
96,139,"C3 : (C8 : (C2 x C2))",18,21,2,4,1,1,0,0,0,""
96,142,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,142,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,143,"C3 : ((C4 x C4) : C2)",2,10,6,12,1,1,0,0,0,""
96,143,"C3 : ((C4 x C4) : C2)",8,19,6,12,1,1,0,0,0,""
96,144,"C3 : ((C2 x C2 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,144,"C3 : ((C2 x C2 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,145,"C3 : ((C4 x C2 x C2) : C2)",2,10,6,12,1,1,0,0,0,""
96,145,"C3 : ((C4 x C2 x C2) : C2)",8,19,6,12,1,1,0,0,0,""
96,146,"C3 : ((C4 x C2 x C2) : C2)",9,18,6,12,1,1,0,0,0,""
96,146,"C3 : ((C4 x C2 x C2) : C2)",17,23,6,12,1,1,0,0,0,""
96,147,"C3 : ((C4 x C4) : C2)",9,18,6,12,1,1,0,0,0,""
96,147,"C3 : ((C4 x C4) : C2)",17,23,6,12,1,1,0,0,0,""
96,149,"C3 : ((C2 x Q8) : C2)",18,21,2,4,1,1,0,0,0,""
96,151,"C3 : (C4 : Q8)",2,10,6,12,1,1,0,0,0,""
96,151,"C3 : (C4 : Q8)",8,19,6,12,1,1,0,0,0,""
96,153,"C3 : ((C2 x Q8) : C2)",2,10,6,12,1,1,0,0,0,""
96,153,"C3 : ((C2 x Q8) : C2)",8,19,6,12,1,1,0,0,0,""
96,154,"C3 : ((C4 x C4) : C2)",9,18,6,12,1,1,0,0,0,""
96,154,"C3 : ((C4 x C4) : C2)",17,23,6,12,1,1,0,0,0,""
96,156,"C3 : (C8 : (C2 x C2))",18,21,2,4,1,1,0,0,0,""
96,158,"C3 : ((C2 x Q8) : C2)",18,21,2,4,1,1,0,0,0,""
96,185,"A4 : Q8",9,14,8,16,1,1,0,0,0,""
96,187,"(C4 x A4) : C2",9,14,8,16,1,1,0,0,0,""
96,190,"(C2 x SL(2,3)) : C2",9,13,8,16,4,4,0,0,0,""
96,191,"(C2 . S4 = SL(2,3) . C2) : C2",9,13,8,16,4,4,0,0,0,""
96,193,"(((C4 x C2) : C2) : C3) : C2",9,13,8,16,4,4,0,0,0,""
96,195,"(C2 x C2 x A4) : C2",9,14,8,16,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",4,8,6,12,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",4,9,6,12,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",4,11,6,12,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",8,9,6,12,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",8,11,6,12,1,1,0,0,0,""
96,203,"(C2 x C2 x Q8) : C3",9,11,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",3,4,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",3,8,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",3,9,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",3,10,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",4,8,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",4,9,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",4,10,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",8,9,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",8,10,6,12,1,1,0,0,0,""
96,204,"((C2 x C2 x C2) : (C2 x C2)) : C3",9,10,6,12,1,1,0,0,0,""
96,211,"C3 : ((C2 x C2 x C2) : (C2 x C2))",16,25,2,4,1,1,0,0,0,""
96,214,"C3 : ((C2 x Q8) : C2)",16,25,2,4,1,1,0,0,0,""
96,216,"C3 : ((C2 x C2 x C2) : (C2 x C2))",16,25,2,4,1,1,0,0,0,""
96,217,"C3 : ((C2 x Q8) : C2)",16,25,2,4,1,1,0,0,0,""
100,1,"C25 : C4",2,6,25,50,1,1,0,0,0,""
100,3,"C25 : C4",2,6,25,50,1,1,0,0,0,""
100,4,"D100",2,6,25,50,1,1,0,0,0,""
100,7,"(C5 x C5) : C4",2,6,25,50,1,1,0,0,0,""
100,10,"(C5 x C5) : C4",2,6,25,50,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",2,6,25,50,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",4,5,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",4,7,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",4,8,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",4,9,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",4,10,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",5,7,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",5,8,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",5,9,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",5,10,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",7,8,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",7,9,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",7,10,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",8,9,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",8,10,4,8,1,1,0,0,0,""
100,11,"(C5 x C5) : C4",9,10,4,8,1,1,0,0,0,""
100,12,"(C5 x C5) : C4",2,6,25,50,1,1,0,0,0,""
100,12,"(C5 x C5) : C4",4,5,4,8,1,1,0,0,0,""
100,15,"C2 x ((C5 x C5) : C2)",2,6,25,50,1,1,0,0,0,""
104,4,"C13 : Q8",2,6,26,52,1,1,0,0,0,""
104,6,"D104",2,6,26,52,1,1,0,0,0,""
104,8,"C13 : D8",2,6,26,52,1,1,0,0,0,""
108,1,"C27 : C4",2,7,27,54,1,1,0,0,0,""
108,4,"D108",2,7,27,54,1,1,0,0,0,""
108,10,"(C9 x C3) : C4",2,7,27,54,1,1,0,0,0,""
108,15,"((C3 x C3) : C3) : C4",4,5,12,24,7,35,2,0,2,"false;false"
108,27,"C2 x ((C9 x C3) : C2)",2,7,27,54,1,1,0,0,0,""
108,34,"(C3 x C3 x C3) : C4",2,7,27,54,1,1,0,0,0,""
108,37,"(C3 x C3 x C3) : C4",2,7,27,54,1,1,0,0,0,""
108,37,"(C3 x C3 x C3) : C4",9,12,4,8,1,1,0,0,0,""
108,37,"(C3 x C3 x C3) : C4",10,11,4,8,1,1,0,0,0,""
108,40,"(C3 x C3 x C3) : (C2 x C2)",14,15,4,8,1,1,0,0,0,""
108,44,"C2 x ((C3 x C3 x C3) : C2)",2,7,27,54,1,1,0,0,0,""
111,1,"C37 : C3",2,4,37,74,1,1,0,0,0,""
112,5,"C7 : QD16",2,7,28,56,1,1,0,0,0,""
112,6,"D112",2,7,28,56,1,1,0,0,0,""
112,7,"C7 : Q16",2,7,28,56,1,1,0,0,0,""
112,14,"C7 : D16",7,12,14,28,2,2,0,0,0,""
112,15,"C7 : QD16",7,12,14,28,2,2,0,0,0,""
112,16,"C7 : QD16",7,12,14,28,2,2,0,0,0,""
112,17,"C7 : Q16",7,12,14,28,2,2,0,0,0,""
112,31,"D8 x D14",2,9,7,14,1,1,0,0,0,""
112,32,"C7 : ((C4 x C2) : C2)",7,15,7,14,1,1,0,0,0,""
112,33,"Q8 x D14",2,9,7,14,1,1,0,0,0,""
112,34,"C7 : ((C4 x C2) : C2)",7,15,7,14,1,1,0,0,0,""
116,1,"C29 : C4",2,5,29,58,1,1,0,0,0,""
116,3,"C29 : C4",2,5,29,58,1,1,0,0,0,""
116,4,"D116",2,5,29,58,1,1,0,0,0,""
120,11,"C3 : ((C10 x C2) : C2)",8,14,10,20,1,1,0,0,0,""
120,12,"C3 : D40",8,14,10,20,1,1,0,0,0,""
120,13,"C3 : ((C10 x C2) : C2)",8,14,10,20,1,1,0,0,0,""
120,14,"C3 : (C5 : Q8)",8,14,10,20,1,1,0,0,0,""
120,26,"C3 : (C5 : Q8)",2,7,30,60,1,1,0,0,0,""
120,28,"D120",2,7,30,60,1,1,0,0,0,""
120,30,"C3 : ((C10 x C2) : C2)",2,7,30,60,1,1,0,0,0,""
120,38,"C5 : S4",2,6,30,60,9,108,3,3,0,"true;true;true"
124,1,"C31 : C4",2,5,31,62,1,1,0,0,0,""
124,3,"D124",2,5,31,62,1,1,0,0,0,""
126,9,"C7 : (C3 x S3)",9,12,6,12,5,10,0,0,0,""
128,16,"((C4 x C2) : C4) : C4",4,17,2,4,1,1,0,0,0,""
128,16,"((C4 x C2) : C4) : C4",6,20,2,4,1,1,0,0,0,""
128,17,"(C8 : C4) : C4",4,17,2,4,1,1,0,0,0,""
128,17,"(C8 : C4) : C4",6,20,2,4,1,1,0,0,0,""
128,18,"(C8 x C4) : C4",4,17,2,4,1,1,0,0,0,""
128,18,"(C8 x C4) : C4",6,20,2,4,1,1,0,0,0,""
128,19,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",4,17,2,4,1,1,0,0,0,""
128,19,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",6,20,2,4,1,1,0,0,0,""
128,20,"(C8 x C4) : C4",4,17,2,4,1,1,0,0,0,""
128,20,"(C8 x C4) : C4",6,20,2,4,1,1,0,0,0,""
128,21,"((C4 x C2) : C4) : C4",4,17,2,4,1,1,0,0,0,""
128,21,"((C4 x C2) : C4) : C4",6,20,2,4,1,1,0,0,0,""
128,22,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",4,17,2,4,1,1,0,0,0,""
128,22,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",6,20,2,4,1,1,0,0,0,""
128,23,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",4,17,2,4,1,1,0,0,0,""
128,23,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",6,20,2,4,1,1,0,0,0,""
128,24,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",4,17,2,4,1,1,0,0,0,""
128,24,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",6,20,2,4,1,1,0,0,0,""
128,25,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",4,17,2,4,1,1,0,0,0,""
128,25,"(C2 x C2) . ((C4 x C2) : C4) = (C4 x C2) . (C4 x C4)",6,20,2,4,1,1,0,0,0,""
128,36,"(C2 x ((C4 x C2) : C2)) : C4",5,17,2,4,1,1,0,0,0,""
128,36,"(C2 x ((C4 x C2) : C2)) : C4",6,18,2,4,1,1,0,0,0,""
128,36,"(C2 x ((C4 x C2) : C2)) : C4",24,26,2,4,1,1,0,0,0,""
128,37,"(C2 x (C8 : C2)) : C4",5,17,2,4,1,1,0,0,0,""
128,37,"(C2 x (C8 : C2)) : C4",6,18,2,4,1,1,0,0,0,""
128,37,"(C2 x (C8 : C2)) : C4",24,26,2,4,1,1,0,0,0,""
128,38,"((C8 x C2) : C2) : C4",5,17,2,4,1,1,0,0,0,""
128,38,"((C8 x C2) : C2) : C4",6,18,2,4,1,1,0,0,0,""
128,38,"((C8 x C2) : C2) : C4",24,26,2,4,1,1,0,0,0,""
128,39,"(C2 x C2) . ((C4 x C2) : C4) = (C2 x C2 x C2) . (C4 x C4)",5,17,2,4,1,1,0,0,0,""
128,39,"(C2 x C2) . ((C4 x C2) : C4) = (C2 x C2 x C2) . (C4 x C4)",6,18,2,4,1,1,0,0,0,""
