group_order,small_group_id,group_structure,class_i,class_j,class_size,union_size,linear_nullity,unordered_sign_solutions,nontrivial_partitions,isomorphic_partitions,new_twists,isomorphism_flags
3,1,"C3",2,3,1,2,1,1,0,0,0,""
4,1,"C4",2,4,1,2,1,1,0,0,0,""
4,2,"C2 x C2",2,3,1,2,1,1,0,0,0,""
4,2,"C2 x C2",2,4,1,2,1,1,0,0,0,""
4,2,"C2 x C2",3,4,1,2,1,1,0,0,0,""
8,3,"D8",2,3,2,4,1,1,0,0,0,""
8,3,"D8",2,5,2,4,1,1,0,0,0,""
8,3,"D8",3,5,2,4,1,1,0,0,0,""
8,4,"Q8",2,3,2,4,1,1,0,0,0,""
8,4,"Q8",2,5,2,4,1,1,0,0,0,""
8,4,"Q8",3,5,2,4,1,1,0,0,0,""
10,1,"D10",3,4,2,4,3,3,0,0,0,""
12,1,"C3 : C4",2,5,3,6,1,1,0,0,0,""
12,3,"A4",2,4,4,8,1,1,0,0,0,""
12,4,"D12",2,5,3,6,1,1,0,0,0,""
16,3,"(C4 x C2) : C2",5,9,1,2,1,1,0,0,0,""
16,4,"C4 : C4",5,9,1,2,1,1,0,0,0,""
16,6,"C8 : C2",4,9,1,2,1,1,0,0,0,""
16,7,"D16",2,3,4,8,1,1,0,0,0,""
16,7,"D16",6,7,2,4,2,2,0,0,0,""
16,8,"QD16",2,3,4,8,1,1,0,0,0,""
16,8,"QD16",6,7,2,4,2,2,0,0,0,""
16,9,"Q16",2,3,4,8,1,1,0,0,0,""
16,9,"Q16",6,7,2,4,2,2,0,0,0,""
16,11,"C2 x D8",4,9,1,2,1,1,0,0,0,""
16,12,"C2 x Q8",4,9,1,2,1,1,0,0,0,""
16,13,"(C4 x C2) : C2",4,9,1,2,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",3,4,2,4,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",3,5,2,4,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",3,6,2,4,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",4,5,2,4,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",4,6,2,4,1,1,0,0,0,""
18,4,"(C3 x C3) : C2",5,6,2,4,1,1,0,0,0,""
20,1,"C5 : C4",2,5,5,10,1,1,0,0,0,""
20,3,"C5 : C4",2,5,5,10,1,1,0,0,0,""
20,4,"D20",2,5,5,10,1,1,0,0,0,""
21,1,"C7 : C3",2,4,7,14,1,1,0,0,0,""
21,1,"C7 : C3",3,5,3,6,5,10,0,0,0,""
24,4,"C3 : Q8",2,6,6,12,1,1,0,0,0,""
24,4,"C3 : Q8",7,9,2,4,1,1,0,0,0,""
24,6,"D24",2,6,6,12,1,1,0,0,0,""
24,6,"D24",7,9,2,4,1,1,0,0,0,""
24,8,"(C6 x C2) : C2",2,6,6,12,1,1,0,0,0,""
24,8,"(C6 x C2) : C2",7,9,2,4,1,1,0,0,0,""
24,12,"S4",2,5,6,12,9,108,3,3,0,"true;true;true"
27,3,"(C3 x C3) : C3",4,8,1,2,1,1,0,0,0,""
27,4,"C9 : C3",4,8,1,2,1,1,0,0,0,""
28,1,"C7 : C4",2,5,7,14,1,1,0,0,0,""
28,3,"D28",2,5,7,14,1,1,0,0,0,""
32,6,"(C2 x C2 x C2) : C4",5,10,2,4,1,1,0,0,0,""
32,7,"(C8 : C2) : C2",5,10,2,4,1,1,0,0,0,""
32,8,"C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)",5,10,2,4,1,1,0,0,0,""
32,18,"D32",2,3,8,16,1,1,0,0,0,""
32,19,"QD32",2,3,8,16,1,1,0,0,0,""
32,20,"Q32",2,3,8,16,1,1,0,0,0,""
32,27,"(C2 x C2 x C2 x C2) : C2",3,10,2,4,1,1,0,0,0,""
32,27,"(C2 x C2 x C2 x C2) : C2",4,11,2,4,1,1,0,0,0,""
32,27,"(C2 x C2 x C2 x C2) : C2",9,14,2,4,1,1,0,0,0,""
32,28,"(C4 x C2 x C2) : C2",3,10,2,4,1,1,0,0,0,""
32,28,"(C4 x C2 x C2) : C2",4,11,2,4,1,1,0,0,0,""
32,28,"(C4 x C2 x C2) : C2",9,14,2,4,1,1,0,0,0,""
32,29,"(C2 x Q8) : C2",3,10,2,4,1,1,0,0,0,""
32,29,"(C2 x Q8) : C2",4,11,2,4,1,1,0,0,0,""
32,29,"(C2 x Q8) : C2",9,14,2,4,1,1,0,0,0,""
32,30,"(C4 x C2 x C2) : C2",3,10,2,4,1,1,0,0,0,""
32,30,"(C4 x C2 x C2) : C2",4,11,2,4,1,1,0,0,0,""
32,30,"(C4 x C2 x C2) : C2",9,14,2,4,1,1,0,0,0,""
32,31,"(C4 x C4) : C2",3,10,2,4,1,1,0,0,0,""
32,31,"(C4 x C4) : C2",4,11,2,4,1,1,0,0,0,""
32,31,"(C4 x C4) : C2",9,14,2,4,1,1,0,0,0,""
32,32,"(C2 x C2) . (C2 x C2 x C2)",3,10,2,4,1,1,0,0,0,""
32,32,"(C2 x C2) . (C2 x C2 x C2)",4,11,2,4,1,1,0,0,0,""
32,32,"(C2 x C2) . (C2 x C2 x C2)",9,14,2,4,1,1,0,0,0,""
32,33,"(C4 x C4) : C2",3,10,2,4,1,1,0,0,0,""
32,33,"(C4 x C4) : C2",4,11,2,4,1,1,0,0,0,""
32,33,"(C4 x C4) : C2",9,14,2,4,1,1,0,0,0,""
32,34,"(C4 x C4) : C2",3,10,2,4,1,1,0,0,0,""
32,34,"(C4 x C4) : C2",4,11,2,4,1,1,0,0,0,""
32,34,"(C4 x C4) : C2",9,14,2,4,1,1,0,0,0,""
32,35,"C4 : Q8",3,10,2,4,1,1,0,0,0,""
32,35,"C4 : Q8",4,11,2,4,1,1,0,0,0,""
32,35,"C4 : Q8",9,14,2,4,1,1,0,0,0,""
32,43,"C8 : (C2 x C2)",4,10,2,4,1,1,0,0,0,""
32,44,"(C2 x Q8) : C2",4,10,2,4,1,1,0,0,0,""
36,1,"C9 : C4",2,6,9,18,1,1,0,0,0,""
36,4,"D36",2,6,9,18,1,1,0,0,0,""
36,7,"(C3 x C3) : C4",2,6,9,18,1,1,0,0,0,""
36,9,"(C3 x C3) : C4",2,6,9,18,1,1,0,0,0,""
36,9,"(C3 x C3) : C4",4,5,4,8,7,35,2,2,0,"true;true"
36,13,"C2 x ((C3 x C3) : C2)",2,6,9,18,1,1,0,0,0,""
39,1,"C13 : C3",2,4,13,26,1,1,0,0,0,""
40,4,"C5 : Q8",2,6,10,20,1,1,0,0,0,""
40,6,"D40",2,6,10,20,1,1,0,0,0,""
40,8,"(C10 x C2) : C2",2,6,10,20,1,1,0,0,0,""
44,1,"C11 : C4",2,5,11,22,1,1,0,0,0,""
44,3,"D44",2,5,11,22,1,1,0,0,0,""
48,3,"(C4 x C4) : C3",2,5,16,32,1,1,0,0,0,""
48,3,"(C4 x C4) : C3",3,6,3,6,1,1,0,0,0,""
48,3,"(C4 x C4) : C3",7,8,3,6,1,1,0,0,0,""
48,6,"C24 : C2",2,7,12,24,1,1,0,0,0,""
48,7,"D48",2,7,12,24,1,1,0,0,0,""
48,8,"C3 : Q16",2,7,12,24,1,1,0,0,0,""
48,15,"(C3 x D8) : C2",7,11,6,12,2,2,0,0,0,""
48,15,"(C3 x D8) : C2",8,12,4,8,1,1,0,0,0,""
48,16,"(C3 : Q8) : C2",7,11,6,12,2,2,0,0,0,""
48,16,"(C3 : Q8) : C2",8,12,4,8,1,1,0,0,0,""
48,17,"(C3 x Q8) : C2",7,11,6,12,2,2,0,0,0,""
48,17,"(C3 x Q8) : C2",8,12,4,8,1,1,0,0,0,""
48,18,"C3 : Q16",7,11,6,12,2,2,0,0,0,""
48,18,"C3 : Q16",8,12,4,8,1,1,0,0,0,""
48,28,"C2 . S4 = SL(2,3) . C2",6,8,6,12,1,1,0,0,0,""
48,29,"GL(2,3)",6,8,6,12,1,1,0,0,0,""
48,38,"D8 x S3",2,9,3,6,1,1,0,0,0,""
48,39,"(C4 x S3) : C2",7,14,3,6,1,1,0,0,0,""
48,40,"Q8 x S3",2,9,3,6,1,1,0,0,0,""
48,41,"(C4 x S3) : C2",7,14,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",2,5,16,32,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",3,4,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",3,6,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",3,7,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",3,8,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",4,6,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",4,7,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",4,8,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",6,7,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",6,8,3,6,1,1,0,0,0,""
48,50,"(C2 x C2 x C2 x C2) : C3",7,8,3,6,1,1,0,0,0,""
52,1,"C13 : C4",2,5,13,26,1,1,0,0,0,""
52,3,"C13 : C4",2,5,13,26,1,1,0,0,0,""
52,4,"D52",2,5,13,26,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",3,4,6,12,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",3,7,6,12,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",3,10,6,12,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",4,7,6,12,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",4,10,6,12,1,1,0,0,0,""
54,8,"((C3 x C3) : C3) : C2",7,10,6,12,1,1,0,0,0,""
55,1,"C11 : C5",3,5,5,10,9,126,0,0,0,""
56,3,"C7 : Q8",2,6,14,28,1,1,0,0,0,""
56,5,"D56",2,6,14,28,1,1,0,0,0,""
56,7,"(C14 x C2) : C2",2,6,14,28,1,1,0,0,0,""
57,1,"C19 : C3",2,4,19,38,1,1,0,0,0,""
60,3,"C15 : C4",2,6,15,30,1,1,0,0,0,""
60,5,"A5",4,5,12,24,1,1,0,0,0,""
60,7,"C15 : C4",2,6,15,30,1,1,0,0,0,""
60,7,"C15 : C4",8,9,4,8,3,3,0,0,0,""
60,12,"D60",2,6,15,30,1,1,0,0,0,""
64,4,"((C8 x C2) : C2) : C2",7,16,1,2,1,1,0,0,0,""
64,5,"(C4 x C2) : C8",7,16,1,2,1,1,0,0,0,""
64,18,"(C4 x C4) : C4",4,15,1,2,1,1,0,0,0,""
64,19,"C4 . (C4 x C4)",4,15,1,2,1,1,0,0,0,""
64,23,"((C4 x C2) : C2) : C4",6,16,1,2,1,1,0,0,0,""
64,24,"(C8 : C2) : C4",6,16,1,2,1,1,0,0,0,""
64,25,"(C8 x C2) : C4",6,16,1,2,1,1,0,0,0,""
64,28,"C16 : C4",6,16,1,2,1,1,0,0,0,""
64,30,"(C16 : C2) : C2",6,16,1,2,1,1,0,0,0,""
64,32,"((C8 : C2) : C2) : C2",3,11,4,8,4,8,3,3,0,"true;true;true"
64,32,"((C8 : C2) : C2) : C2",5,12,4,8,1,1,0,0,0,""
64,33,"(C4 x C2 x C2) : C4",3,11,4,8,4,8,3,3,0,"true;true;true"
64,33,"(C4 x C2 x C2) : C4",5,12,4,8,1,1,0,0,0,""
64,34,"((C2 x C2 x C2) : C4) : C2",5,11,4,8,1,1,0,0,0,""
64,34,"((C2 x C2 x C2) : C4) : C2",10,13,4,8,4,8,1,1,0,"true"
64,35,"(C2 x Q8) : C4",5,11,4,8,1,1,0,0,0,""
64,35,"(C2 x Q8) : C4",10,13,4,8,4,8,1,1,0,"true"
64,36,"(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2",5,11,4,8,1,1,0,0,0,""
64,36,"(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2",10,13,4,8,4,8,1,1,0,"true"
64,37,"C2 . ((C2 x C2 x C2) : C4) = (C4 x C2) . (C4 x C2)",5,11,4,8,1,1,0,0,0,""
64,37,"C2 . ((C2 x C2 x C2) : C4) = (C4 x C2) . (C4 x C2)",10,13,4,8,4,8,1,1,0,"true"
64,41,"(C16 : C2) : C2",11,15,2,4,2,2,0,0,0,""
64,42,"(C16 : C2) : C2",11,15,2,4,2,2,0,0,0,""
64,43,"C2 . ((C8 x C2) : C2) = C8 . (C4 x C2)",11,15,2,4,2,2,0,0,0,""
64,46,"C16 : C4",4,13,2,4,2,2,0,0,0,""
64,52,"D64",2,3,16,32,1,1,0,0,0,""
64,53,"QD64",2,3,16,32,1,1,0,0,0,""
64,54,"Q64",2,3,16,32,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",2,10,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",3,12,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",4,13,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",8,18,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",9,19,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",11,20,4,8,1,1,0,0,0,""
64,73,"(C2 x C2 x D8) : C2",17,22,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",2,10,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",3,12,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",8,18,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",9,19,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",11,20,4,8,1,1,0,0,0,""
64,74,"((C4 x C2) : C4) : C2",17,22,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",2,10,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",3,12,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",4,13,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",8,18,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",9,19,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",11,20,4,8,1,1,0,0,0,""
64,75,"(C2 x ((C4 x C2) : C2)) : C2",17,22,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",2,10,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",3,12,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",4,13,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",8,18,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",9,19,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",11,20,4,8,1,1,0,0,0,""
64,76,"(C4 x C2) : Q8",17,22,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",2,10,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",3,12,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",4,13,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",8,18,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",9,19,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",11,20,4,8,1,1,0,0,0,""
64,77,"(C2 x (C4 : C4)) : C2",17,22,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",2,10,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",3,12,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",4,13,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",8,18,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",9,19,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",11,20,4,8,1,1,0,0,0,""
64,78,"(C2 x (C4 : C4)) : C2",17,22,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",2,10,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",3,12,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",4,13,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",8,18,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",9,19,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",11,20,4,8,1,1,0,0,0,""
64,79,"(C2 x C2 x C2) . (C2 x C2 x C2)",17,22,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",2,10,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",3,12,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",8,18,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",9,19,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",11,20,4,8,1,1,0,0,0,""
64,80,"((C4 x C2) : C4) : C2",17,22,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",2,10,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",3,12,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",4,13,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",8,18,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",9,19,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",11,20,4,8,1,1,0,0,0,""
64,81,"(C2 x C2 x C2) . (C2 x C2 x C2)",17,22,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",2,10,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",3,12,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",4,13,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",8,18,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",9,19,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",11,20,4,8,1,1,0,0,0,""
64,82,"(C2 x C2 x C2) . (C2 x C2 x C2)",17,22,4,8,1,1,0,0,0,""
64,90,"C2 x ((C2 x C2 x C2) : C4)",4,15,1,2,1,1,0,0,0,""
64,91,"((C4 x C4) : C2) : C2",4,15,1,2,1,1,0,0,0,""
64,92,"C2 x ((C8 : C2) : C2)",4,15,1,2,1,1,0,0,0,""
64,93,"C2 x (C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2))",4,15,1,2,1,1,0,0,0,""
64,94,"(C2 x (C8 : C2)) : C2",4,15,1,2,1,1,0,0,0,""
64,98,"(C2 x (C4 : C4)) : C2",6,16,1,2,1,1,0,0,0,""
64,99,"((C4 x C4) : C2) : C2",6,16,1,2,1,1,0,0,0,""
64,100,"(Q8 : C4) : C2",6,16,1,2,1,1,0,0,0,""
64,102,"(C2 x (C8 : C2)) : C2",6,16,1,2,1,1,0,0,0,""
64,109,"(C8 : C4) : C2",6,16,1,2,1,1,0,0,0,""
64,111,"(C4 . D8 = C4 . (C4 x C2)) : C2",6,16,1,2,1,1,0,0,0,""
64,121,"(C4 x Q8) : C2",6,16,1,2,1,1,0,0,0,""
64,122,"Q16 : C4",6,16,1,2,1,1,0,0,0,""
64,123,"(C4 x D8) : C2",6,16,1,2,1,1,0,0,0,""
64,125,"((C8 x C2) : C2) : C2",6,16,1,2,1,1,0,0,0,""
64,128,"((C4 x C2 x C2) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,128,"((C4 x C2 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,129,"(C2 x QD16) : C2",3,11,4,8,1,1,0,0,0,""
64,129,"(C2 x QD16) : C2",10,18,4,8,1,1,0,0,0,""
64,130,"((C4 x C2 x C2) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,130,"((C4 x C2 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,131,"((C2 x Q8) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,131,"((C2 x Q8) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,132,"(C2 x Q16) : C2",3,11,4,8,1,1,0,0,0,""
64,132,"(C2 x Q16) : C2",10,18,4,8,1,1,0,0,0,""
64,133,"((C2 x Q8) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,133,"((C2 x Q8) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,134,"((C4 x C4) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,134,"((C4 x C4) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,134,"((C4 x C4) : C2) : C2",9,15,4,8,4,8,1,1,0,"true"
64,134,"((C4 x C4) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,135,"((C4 x C4) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,135,"((C4 x C4) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,135,"((C4 x C4) : C2) : C2",9,15,4,8,4,8,1,1,0,"true"
64,135,"((C4 x C4) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,136,"((C4 x C4) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,136,"((C4 x C4) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,136,"((C4 x C4) : C2) : C2",9,15,4,8,4,8,1,1,0,"true"
64,136,"((C4 x C4) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,137,"(C4 : Q8) : C2",3,11,4,8,1,1,0,0,0,""
64,137,"(C4 : Q8) : C2",4,12,4,8,1,1,0,0,0,""
64,137,"(C4 : Q8) : C2",9,15,4,8,4,8,1,1,0,"true"
64,137,"(C4 : Q8) : C2",10,16,4,8,1,1,0,0,0,""
64,138,"((C2 x C2 x C2 x C2) : C2) : C2",2,10,4,8,4,8,3,3,0,"true;true;true"
64,138,"((C2 x C2 x C2 x C2) : C2) : C2",3,12,4,8,1,1,0,0,0,""
64,138,"((C2 x C2 x C2 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,138,"((C2 x C2 x C2 x C2) : C2) : C2",11,16,4,8,1,1,0,0,0,""
64,139,"((C4 x C2 x C2) : C2) : C2",2,10,4,8,4,8,3,3,0,"true;true;true"
64,139,"((C4 x C2 x C2) : C2) : C2",3,12,4,8,1,1,0,0,0,""
64,139,"((C4 x C2 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,139,"((C4 x C2 x C2) : C2) : C2",11,16,4,8,1,1,0,0,0,""
64,140,"(C2 x D16) : C2",4,13,4,8,1,1,0,0,0,""
64,140,"(C2 x D16) : C2",10,18,4,8,1,1,0,0,0,""
64,141,"(C2 x QD16) : C2",4,13,4,8,1,1,0,0,0,""
64,141,"(C2 x QD16) : C2",10,18,4,8,1,1,0,0,0,""
64,142,"(Q8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,142,"(Q8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,143,"C4 : Q16",4,13,4,8,1,1,0,0,0,""
64,143,"C4 : Q16",10,18,4,8,1,1,0,0,0,""
64,144,"((C8 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,144,"((C8 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,145,"(C4 x Q8) : C2",4,13,4,8,1,1,0,0,0,""
64,145,"(C4 x Q8) : C2",10,18,4,8,1,1,0,0,0,""
64,149,"((C8 x C2) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,149,"((C8 x C2) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,149,"((C8 x C2) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,149,"((C8 x C2) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,150,"((C4 x C2 x C2) : C2) : C2",3,11,4,8,1,1,0,0,0,""
64,150,"((C4 x C2 x C2) : C2) : C2",4,12,4,8,1,1,0,0,0,""
64,150,"((C4 x C2 x C2) : C2) : C2",6,14,1,2,1,1,0,0,0,""
64,150,"((C4 x C2 x C2) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,151,"(Q8 : C4) : C2",3,11,4,8,1,1,0,0,0,""
64,151,"(Q8 : C4) : C2",4,12,4,8,1,1,0,0,0,""
64,151,"(Q8 : C4) : C2",6,14,1,2,1,1,0,0,0,""
64,151,"(Q8 : C4) : C2",10,16,4,8,1,1,0,0,0,""
64,152,"((C8 : C2) : C2) : C2",3,12,2,4,2,2,0,0,0,""
64,152,"((C8 : C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,152,"((C8 : C2) : C2) : C2",10,16,4,8,1,1,0,0,0,""
64,153,"(C8 : (C2 x C2)) : C2",3,12,2,4,2,2,0,0,0,""
64,153,"(C8 : (C2 x C2)) : C2",4,13,4,8,1,1,0,0,0,""
64,153,"(C8 : (C2 x C2)) : C2",10,16,4,8,1,1,0,0,0,""
64,154,"(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2",3,12,2,4,2,2,0,0,0,""
64,154,"(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2",4,13,4,8,1,1,0,0,0,""
64,154,"(C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2",10,16,4,8,1,1,0,0,0,""
64,155,"(C8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,155,"(C8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,156,"Q8 : Q8",4,13,4,8,1,1,0,0,0,""
64,156,"Q8 : Q8",10,18,4,8,1,1,0,0,0,""
64,157,"(C8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,157,"(C8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,158,"Q8 : Q8",4,13,4,8,1,1,0,0,0,""
64,158,"Q8 : Q8",10,18,4,8,1,1,0,0,0,""
64,159,"(C8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,159,"(C8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
64,160,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",4,13,4,8,1,1,0,0,0,""
64,160,"(C2 x C2) . (C2 x D8) = (C4 x C2) . (C2 x C2 x C2)",10,18,4,8,1,1,0,0,0,""
64,161,"((C8 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,161,"((C8 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,162,"((C8 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,162,"((C8 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,163,"((C8 x C2) : C2) : C2",4,13,4,8,1,1,0,0,0,""
64,163,"((C8 x C2) : C2) : C2",10,18,4,8,1,1,0,0,0,""
64,164,"(Q8 : C4) : C2",4,13,4,8,1,1,0,0,0,""
64,164,"(Q8 : C4) : C2",10,18,4,8,1,1,0,0,0,""
